"AND1_AL_S67","AND1_AY_S72","AND2_AL_S68","AND2_AY_S73","AND3_AL_S69","AND3_AY_S74","AND4_AL_S70","AND4_AY_S75","AND5_AL_S71","AND5_AY_S76"
0,0,0,19,0,0,0,0,0,0
0,0,0,21,0,0,0,0,0,0
0,0,0,0,0,0,0,41,0,0
0,0,0,25,0,0,0,0,0,15
24,0,0,0,0,0,0,0,6,0
0,0,0,0,0,21,0,0,0,0
0,4,0,0,0,0,0,0,0,0
0,0,28,0,26,0,0,0,0,3090
0,0,0,21,0,0,0,0,0,0
0,0,0,0,0,0,8,0,7,0
41,0,0,0,0,0,0,0,0,0
24,0,13,0,0,0,0,0,0,21
0,0,0,0,0,0,0,27,0,0
0,0,0,0,0,0,18,0,0,26
0,0,28,10,0,79,0,0,0,0
0,0,0,0,0,0,13,0,0,0
0,0,16,0,0,0,0,0,0,61
0,0,0,89,107,224,0,0,54,231
575,0,0,0,0,104,0,0,0,0
0,59,0,201,0,0,0,12,0,0
0,0,0,0,0,0,0,90,0,0
0,0,0,0,0,29,0,0,0,0
22,13,12,0,0,0,0,0,0,0
30,327,0,0,0,0,347,60,936,280
0,34,0,0,0,0,0,0,0,0
153,45,107,88,50,194,173,120,142,52
396,0,0,0,0,0,0,0,0,0
0,0,0,20,0,0,0,17,0,75
0,17,0,10,0,30,7,20,0,18
39,0,0,0,0,0,0,0,0,0
0,0,0,0,0,75,0,0,0,0
0,0,0,450,0,0,0,44,0,0
0,0,0,164,0,0,0,0,0,0
62,140,0,77,42,595,0,211,27,3959
0,0,92,0,0,0,63,0,0,0
0,0,0,19,0,0,0,0,0,0
48,17,9,0,0,0,0,6,0,0
16,20,0,0,0,14,20,0,0,0
0,0,0,0,0,0,0,0,0,46
0,44,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,34
0,0,0,0,0,25,0,0,0,0
0,0,0,0,0,0,0,17,0,0
0,0,20,0,0,0,0,0,0,0
0,0,4,13,0,0,0,0,0,0
12,0,0,0,0,0,0,0,0,0
30,0,0,0,0,0,0,0,0,0
68,0,0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,15,0,0,0,0
0,0,0,12,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,250
0,0,16,0,0,0,0,0,0,0
0,0,0,0,0,0,16,0,0,0
0,0,0,0,11,0,0,0,0,0
122,23,177,76,0,12,262,0,344,117
0,21,0,0,0,0,0,0,0,0
0,0,10,22,0,0,0,0,11,17
0,0,0,37,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,49
0,0,0,0,0,0,0,16,0,0
0,0,0,0,0,0,0,0,30,0
0,0,0,0,0,0,0,0,0,11
0,0,0,0,0,0,6,0,0,0
4,0,0,0,0,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0
0,0,0,0,0,0,25,0,0,0
0,0,0,2,0,0,0,0,0,0
0,0,0,0,12,0,0,0,0,17
0,0,0,0,0,0,22,0,0,0
0,0,0,0,0,0,0,5,0,0
42,0,0,0,0,0,0,0,0,0
0,36,0,0,0,0,0,0,0,0
0,0,0,0,68,0,0,0,0,0
0,0,0,0,22,0,0,0,0,0
0,0,15,0,0,0,0,0,0,0
0,88,0,0,0,0,0,0,0,0
0,0,0,8,0,48,0,0,0,0
29,93,318,0,0,186,0,0,0,0
0,0,0,0,0,0,0,0,0,120
0,26,0,0,0,0,0,22,0,0
27,0,0,0,0,0,13,0,0,0
0,0,0,0,2,8,0,0,0,0
0,0,0,0,0,0,0,14,0,0
21,0,8,0,0,8,12,12,0,0
0,0,0,0,0,0,6,43,0,0
0,0,8,0,10,0,14,32,0,0
0,10,0,27,0,7,0,0,0,9
51,176,0,74,0,0,0,96,0,0
0,0,0,69,0,0,0,39,17,0
34,17,1847,48,1005,142,17,44,0,65
0,36,0,0,0,20,0,10,0,0
0,0,0,0,0,0,8,0,0,0
0,0,0,0,0,0,0,0,26,0
0,0,0,0,0,0,18,0,0,0
0,31,54,37,0,20,0,27,0,0
0,0,0,0,0,0,0,0,132,0
0,61,155,132,0,539,103,120,131,0
27,0,0,25,34,0,0,0,0,183
65,21,0,13,0,0,0,0,0,0
0,0,0,0,0,30,0,0,0,0
0,38,0,0,0,0,0,0,90,0
0,0,0,0,0,0,0,0,67,0
0,0,0,0,0,121,0,0,0,0
0,0,0,0,0,0,21,0,0,0
0,0,0,0,0,0,0,0,18,0
0,0,0,0,0,0,0,0,13,30
0,0,49,34,0,12,21,24,21,33
1774,156,161,626,0,177,219,0,160,0
0,0,0,0,0,208,0,64,0,0
98,53,198,72,0,61,126,0,0,0
0,0,0,0,0,40,0,73,202,0
0,0,0,0,0,0,0,0,36,0
16,25,211,47,0,27,25,0,125,33
14,0,22,0,0,22,0,0,33,0
0,8,0,0,0,0,0,0,0,0
27,0,0,0,0,0,0,0,17,0
0,0,0,0,0,36,0,0,0,0
0,0,0,0,0,0,0,18,0,0
0,0,24,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,15
71,0,154,0,0,0,51,14,0,0
0,0,0,0,0,0,0,0,24,0
0,0,0,0,0,6,0,14,22,20
0,0,0,16,0,0,0,0,12,13
0,108,1341,572,90,0,163,111,57,0
0,0,0,0,101,0,0,185,0,58
0,0,0,0,2,12,5,0,0,0
3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,43,0,0
0,11,0,0,0,0,22,0,0,0
80,0,130,0,6,0,266,36,1955,31
0,0,0,22,0,0,0,0,0,0
32,0,18,19,0,20,9,0,20,16
3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0
0,21,0,55,0,0,0,0,0,31
0,0,28,0,0,0,0,0,5,0
0,0,0,13,0,0,0,0,0,130
0,0,21,0,0,0,0,0,0,0
22,13,0,139,0,0,0,0,0,78
104,0,0,206,0,38,0,19,0,12
0,35,0,253,0,0,0,0,0,102
393,0,0,139,8,0,0,0,0,0
0,0,0,11,0,0,0,0,0,341
0,168,0,0,31,0,31,0,0,0
0,0,0,0,0,0,0,11,0,0
0,12,0,0,0,0,0,0,0,0
0,0,0,0,0,0,8,0,0,0
0,7,0,6,0,0,0,0,31,290
0,0,0,0,18,0,8,0,0,0
0,7,0,0,0,0,0,0,0,0
0,8,0,0,0,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0
0,37,0,0,0,0,0,0,0,0
0,0,2,0,0,0,0,0,0,0
0,0,0,0,28,0,0,0,0,0
0,13,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,0
0,0,0,0,0,0,0,10,0,0
14,0,0,0,0,0,0,0,0,0
0,0,0,0,0,18,0,10,0,0
0,0,0,0,0,21,0,0,0,0
0,0,11,0,0,0,0,0,0,0
0,0,0,0,0,0,21,0,0,0
0,0,0,0,0,0,0,7,0,0
15,0,0,19,0,11,0,0,0,0
0,0,0,0,0,17,0,0,0,0
0,0,0,0,0,16,0,0,0,0
0,0,0,0,0,36,0,0,0,0
0,0,0,0,0,0,18,0,0,0
0,25,0,250,59,0,74,0,0,0
0,0,0,0,0,0,0,19,0,0
0,0,0,0,0,7,0,0,0,0
0,0,5,0,0,0,0,0,0,0
0,0,0,0,0,0,0,21,0,0
0,0,0,0,0,0,135,0,0,0
0,13,0,0,37,0,0,0,0,0
0,0,0,21,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0
0,0,0,13,0,0,0,0,0,0
0,0,4,0,0,0,0,0,0,0
0,0,0,13,9,0,12,0,0,0
0,0,0,0,0,28,0,0,0,0
0,0,0,0,0,70,0,40,0,0
0,0,0,0,0,29,0,0,0,0
0,0,0,10,0,11,0,0,0,0
0,0,0,6,0,0,22,9,0,0
0,0,0,0,0,0,0,0,0,720
0,0,0,0,0,0,0,0,0,235
0,16,0,0,0,0,0,161,0,0
0,0,0,0,0,0,0,36,0,0
0,20,0,0,0,0,0,0,0,0
0,19,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,202,0,0
522,0,0,0,0,0,7,258,0,0
0,0,49,0,0,0,0,0,0,0
0,0,0,0,73,0,0,0,0,0
0,6,0,6,0,9,0,0,0,32
0,0,6,53,0,0,20,0,15,743
0,0,0,0,0,0,15,0,0,0
25,18,0,0,0,53,35,18,0,0
18,0,0,59,0,0,6,0,25,22
0,19,0,27,0,222,0,180,125,27
0,0,0,0,0,0,0,0,91,0
0,0,0,0,0,22,0,0,0,0
0,443,0,12,0,152,0,609,0,0
0,0,0,0,0,0,0,0,8,0
0,0,0,45,0,0,0,0,0,0
0,4,0,0,0,0,0,0,0,0
24,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,142,0,0
0,0,0,508,104,0,0,0,0,0
0,0,0,0,0,0,0,76,0,0
26,0,0,0,0,0,20,0,0,0
0,0,0,0,0,0,20,15,0,0
32,0,0,0,0,0,0,0,0,0
0,0,0,11,0,0,10,0,0,0
26,0,0,0,0,52,0,0,0,0
13,14,0,80,0,51,23,0,0,0
0,0,0,0,0,0,12,0,0,0
12,0,10,19,0,0,0,0,0,0
0,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,13,0,0
6,0,0,0,0,0,0,0,0,0
20,22,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,77,0,0
0,0,0,0,0,41,0,0,0,0
0,0,0,0,0,3,0,0,0,0
0,0,0,20,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,54,0,0
20,0,0,0,0,0,0,0,0,0
0,0,0,0,0,6,0,0,0,0
17,10,0,0,4,15,0,0,14,0
0,9,0,0,0,0,0,0,0,0
0,5,0,0,0,0,0,0,0,0
0,0,0,9,0,0,17,0,0,0
0,0,0,0,32,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3
8,0,0,0,0,0,0,0,0,0
0,10,0,0,0,0,0,0,0,0
0,0,6,0,0,0,0,0,0,0
6,20,0,0,5,0,13,0,68,0
0,0,0,0,0,103,0,32,0,0
38,0,0,0,0,0,0,0,0,0
123,55,138,119,34,41,63,4,117,462
0,0,0,0,94,0,0,0,0,0
0,0,8,0,0,0,3,0,27,0
57,52,72,98,34,69,51,62,93,72
0,0,0,0,0,0,0,10,0,0
0,280,0,0,0,663,0,49,0,0
0,6837,11,0,0,538,0,575,36,0
0,0,0,12,0,0,9,33,0,4
0,0,0,202,0,0,0,0,197,592
0,0,13,0,0,1311,0,0,37,136
102,508,0,0,63,5782,0,34,0,0
0,0,0,0,0,999,35,0,0,0
0,80,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,37
0,642,0,0,0,0,0,0,0,0
0,0,0,0,0,155,0,0,0,0
39,2139,116,129,11,2466,12,169,0,155
0,0,0,0,0,0,0,0,0,75
15,0,17,0,0,0,11,0,0,0
0,27,0,0,0,0,0,0,0,0
0,0,16,8,0,0,0,0,0,16
0,0,0,0,0,0,0,50,11,17
0,0,0,0,0,46,0,0,0,0
0,0,0,14,0,9,0,25,0,0
12,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,6,0,7,0
0,0,0,0,0,0,126,90,0,0
0,0,0,0,23,0,0,0,0,0
0,0,0,0,2,0,0,0,0,0
3,7,14,0,0,139,0,0,0,0
0,0,0,0,0,13,0,0,0,0
0,0,0,0,0,0,0,0,0,4
0,8,0,13,0,0,0,0,0,0
0,0,12,0,0,0,0,0,0,0
0,0,12,15,0,0,0,0,0,0
0,0,0,0,0,0,0,12,0,0
0,0,0,0,0,18,4,0,0,0
0,0,9,0,0,0,0,0,0,0
0,0,0,0,16,0,0,0,0,0
0,0,0,0,0,0,0,16,0,0
0,0,0,0,0,14,0,0,8,0
15,0,0,0,0,0,0,0,0,0
10,0,0,15,0,9,0,0,0,0
0,0,0,0,0,0,0,0,4,8
0,0,0,0,0,0,0,0,0,104
15,0,0,15,0,7,0,0,0,0
70,24,37,66,25,105,57,124,54,120
0,8,0,0,0,20,0,0,0,0
9,16,0,10,0,0,0,7,5,8
0,0,0,0,0,0,23,0,0,0
0,0,0,0,0,0,0,0,0,11
0,0,0,36,0,0,22,0,0,0
0,0,21,0,0,0,0,37,0,0
0,18,0,0,0,0,13,0,0,0
0,0,0,10,0,0,0,35,0,0
12,0,0,24,0,0,0,0,0,0
259,0,0,0,29,0,214,0,0,40
0,0,0,0,44,0,0,0,0,0
9,20,11,20,0,0,0,0,37,73
0,0,0,0,0,0,0,6,0,0
90,0,0,18,0,17,0,0,0,211
0,15,0,0,0,0,0,61,0,58
0,0,0,0,0,35,0,0,0,50
0,0,0,0,0,77,0,0,0,67
0,0,8,40,0,0,0,15,0,0
0,0,0,12,0,0,0,27,0,17
29,0,15,0,7,0,0,0,43,8
0,54,104,0,0,0,0,0,12,0
32,0,0,0,0,0,0,0,0,54
0,25,8,20,0,4,0,0,21,19
0,0,0,0,0,0,0,14,0,0
0,125,0,0,0,0,0,73,0,0
0,86,0,42,0,0,0,57,0,0
0,125,0,26,0,27,0,0,0,0
0,0,0,0,0,0,0,50,0,0
0,0,0,0,0,18,124,0,0,0
0,0,102,0,0,0,0,0,0,0
97,0,66,0,401,0,0,0,0,0
0,0,0,0,0,0,0,0,33,0
0,0,0,0,26,0,0,0,0,0
0,0,0,0,0,41,0,0,0,32
33,0,0,0,0,0,0,0,0,0
0,0,0,6,0,0,0,0,0,0
0,0,46,0,55,26,0,0,0,0
223,53,0,155,0,0,0,444,0,0
0,0,0,0,0,46,401,0,0,0
0,0,1336,0,0,0,0,0,0,0
0,0,0,9,0,0,0,61,0,0
0,0,0,65,0,0,0,0,0,0
110,28,30,0,179,0,131,56,0,0
95,86,0,0,0,0,111,0,0,0
0,0,0,55,0,0,0,0,0,0
0,4,0,0,0,7,0,0,43,0
0,0,0,0,0,0,0,14,0,0
39,0,0,0,0,0,0,0,0,0
122,0,0,0,0,0,0,0,0,0
0,0,0,0,14,0,0,0,0,0
0,323,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,29
39,0,0,173,0,0,0,20,0,0
0,0,0,0,210,0,0,13,0,0
0,0,0,0,0,0,0,23,0,0
0,49,31,0,0,0,0,0,0,0
0,0,49,0,14,0,84,0,0,0
23,0,0,0,6,0,125,0,0,0
0,0,0,41,0,0,0,35,0,0
0,28,0,0,0,0,0,0,0,0
0,0,0,0,45,0,0,0,0,0
0,22,0,0,0,0,0,0,0,0
0,0,0,14,0,0,0,0,0,0
17,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,14,0,0,0
135,0,31,0,21,33,20,0,0,0
0,0,0,0,0,0,0,0,0,26
59,0,0,0,0,0,0,29,0,0
54,29,0,13,128,0,0,55,0,0
0,194,93,0,17,0,0,0,16,0
18,0,0,0,0,0,0,0,0,0
0,11,97,0,38,0,0,62,11,0
0,0,0,33,0,0,0,0,0,0
0,0,0,28,0,167,0,33,0,0
0,0,0,0,33,0,0,0,0,0
29,0,0,0,0,0,0,0,0,0
56,13,0,20,0,6,10,7,0,0
0,0,0,176,0,123,95,0,124,0
0,0,251,181,0,0,0,0,0,67
199,0,0,0,36,0,0,0,0,0
78,0,0,0,0,0,0,0,0,0
40,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,20,0,0,0
54,0,10,31,0,14,0,0,0,0
0,0,0,18,14,0,0,0,0,0
0,30,0,0,0,0,0,137,0,0
0,0,147,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,18
0,0,0,0,0,0,0,0,133,8
0,0,0,0,0,0,0,0,166,0
5,0,14,0,0,0,0,0,0,0
39,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,7,0,0,0
162,51,24,0,0,15,49,97,229,0
0,41,180,253,396,15,648,33,21,0
0,0,528,0,0,0,0,0,0,0
0,0,11,0,0,12,0,0,0,0
14,116,14,215,0,48,13,44,56,65
0,31,0,0,0,0,0,103,0,0
0,0,0,36,17,0,0,0,0,0
0,0,0,0,53,0,0,0,0,0
170,17,108,19,32,0,182,10,0,0
28,0,18,30,0,24,31,0,118,49
0,0,0,0,0,0,9,0,0,0
0,4,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,65,0
298,161,352,146,125,0,117,0,433,235
87,0,0,0,0,160,185,153,0,0
0,0,0,0,0,0,0,0,8,0
0,0,0,0,0,0,0,6,0,0
0,0,0,0,0,12,0,0,23,0
0,0,0,0,0,0,0,0,24,0
0,0,26,0,0,0,0,32,0,0
681,318,80,238,0,283,302,0,0,102
0,0,54,84,0,0,0,176,63,0
0,0,0,20,0,0,0,0,0,0
228,0,40,113,46,0,236,0,42,0
0,0,0,0,14,0,0,10,0,0
252,15,204,70,0,0,0,29,0,0
0,0,0,0,0,40,0,0,0,0
0,0,0,164,70,203,0,121,0,0
37,0,0,0,0,0,0,0,0,0
35,0,125,202,69,0,98,177,30,0
91,0,0,0,0,0,0,0,0,0
241,0,110,270,0,0,31,100,44,0
0,0,0,0,0,30,0,0,0,0
1507,165,539,1803,407,60,456,1091,108,55
0,0,125,285,0,0,0,0,0,0
48,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,38,0,0
330,0,324,688,83,0,301,770,125,0
31,0,0,80,0,0,0,70,0,0
34,0,0,0,0,0,0,52,0,0
0,0,78,88,31,0,0,0,0,0
56,0,231,65,0,0,0,61,0,0
0,0,0,32,0,0,0,40,38,0
0,0,0,0,59,0,0,0,0,0
0,0,0,69,0,0,0,288,0,0
15,0,0,0,0,0,20,0,0,0
0,0,0,149,0,0,0,0,0,0
154,25,231,0,0,0,16,0,0,0
0,0,0,0,0,0,219,0,0,0
0,0,84,0,0,0,0,0,0,0
0,0,0,18,0,0,0,18,0,0
213,488,383,0,0,826,0,161,0,0
0,0,0,0,0,0,121,0,178,41
0,0,0,0,0,22,0,0,0,0
0,0,0,0,0,0,0,0,0,553
0,0,0,0,0,83,0,0,0,0
375,0,6567,0,50,450,794,734,4030,0
0,0,130,941,0,0,669,0,0,0
0,0,0,0,0,17,0,0,0,0
14,0,0,7,8,0,6,39,0,0
0,0,0,0,0,134,0,0,54,0
0,0,0,0,0,0,0,117,0,0
0,0,57,0,0,0,35,0,0,50
0,0,0,0,0,0,0,0,17,24
0,0,0,0,0,0,0,16,0,0
53,0,0,10,105,206,6,0,0,0
0,0,0,0,0,0,0,0,0,13
0,0,0,104,0,0,0,0,0,0
61,0,0,0,0,0,0,0,0,0
271,0,69,101,56,0,54,121,17,0
0,0,0,44,0,0,0,0,0,0
0,31,0,49,164,0,0,0,0,0
0,0,0,771,22,0,0,10,0,0
0,56,182,345,47,35,0,519,0,0
0,0,87,0,0,0,0,0,76,0
0,0,0,0,0,0,107,0,0,0
38,0,126,0,0,0,0,0,0,0
0,0,50,0,0,0,0,0,28,162
13,0,17,16,0,33,0,0,34,26
13,16,0,283,0,0,0,0,0,0
0,0,62,60,0,18,0,81,57,27
0,0,0,126,0,0,0,0,0,0
73,35,0,61,74,0,114,147,0,0
0,0,0,91,0,0,0,0,0,0
41,0,0,0,0,0,0,33,0,0
0,0,0,23,0,0,0,0,0,0
38,9,0,14,12,0,0,0,0,0
0,0,0,0,0,0,0,22,0,0
0,55,0,0,0,0,141,136,0,0
0,0,0,0,0,0,128,0,0,0
0,0,0,8,0,0,0,0,0,0
239,25,0,29,37,0,0,0,30,0
121,0,32,0,0,0,0,38,0,0
0,0,12,0,0,0,0,74,0,0
0,28,0,0,0,30,53,0,0,0
0,0,0,0,0,0,0,0,327,94
0,0,0,67,51,0,0,615,0,30
19,0,0,58,0,0,22,9,0,0
0,11,0,10,0,0,0,0,0,11
0,0,0,0,0,0,8,0,0,0
0,0,12,0,0,0,0,0,0,0
0,0,0,0,0,4,0,0,0,0
0,0,34,37,0,24,12,0,0,9
0,0,17,0,0,0,0,0,0,38
0,0,0,0,0,31,0,0,0,0
0,0,47,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,30,0
0,11,0,0,0,0,0,0,0,0
0,25,0,0,0,0,0,19,0,0
0,0,12,0,0,28,0,0,0,0
0,0,0,0,0,52,0,0,0,0
0,9,0,19,0,0,18,0,0,4
0,0,0,0,0,0,0,12,0,0
0,0,20,0,0,9,0,0,0,0
47,12,126,35,21,27,30,38,18,25
121,0,0,0,0,0,0,0,0,0
89,45,199,571,21,75,524,21,565,0
431,52,0,0,0,575,81,0,108,1182
169,0,0,0,0,0,0,0,0,0
0,278,74,0,158,0,0,0,497,1999
0,82,0,50,121,488,0,33,172,1691
0,25,0,0,0,9,61,161,0,0
0,0,60,0,0,0,40,0,0,0
0,0,158,0,0,0,81,16,207,0
19,0,0,0,0,27,0,25,0,0
24,0,169,0,0,0,0,20,0,0
0,0,0,0,0,0,0,228,0,0
0,0,0,27,0,0,0,0,0,0
0,0,0,0,0,9,0,0,0,0
0,316,0,0,40,0,0,0,0,96
0,0,0,51,0,0,0,0,0,0
0,0,0,0,0,31,0,0,0,0
0,0,10,10,0,0,0,0,0,0
125,97,193,66,0,0,10,27,26,34
0,0,0,0,0,0,0,183,0,0
0,18,53,0,0,0,0,0,0,7
0,0,0,64,0,0,0,0,0,0
0,93,0,0,0,0,0,7,0,139
0,0,0,32,0,0,0,0,11,14
0,28,0,0,0,0,0,0,0,0
0,0,7,0,0,0,0,0,0,0
0,33,0,0,0,14,0,0,0,0
0,0,0,0,0,0,0,0,0,2711
0,289,0,0,0,0,0,0,0,65
0,0,0,28,0,0,0,0,0,0
0,0,0,0,0,26,0,0,0,0
0,0,0,0,0,0,0,8,0,0
0,0,0,34,6,117,0,0,0,0
36,0,0,6,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,38
0,96,0,173,0,17,10,16,0,0
0,0,0,0,0,0,0,0,0,17
0,0,0,0,0,16,0,0,0,38
0,0,0,8,0,0,0,0,0,0
0,185,14,21,0,0,0,0,11,363
8,8,0,0,12,12,0,0,0,0
0,0,0,0,0,0,0,13,0,0
0,0,0,0,22,0,0,14,0,0
0,0,13,0,0,0,0,0,0,0
11,19,0,35,38,0,0,0,30,0
0,0,0,0,0,80,35,0,0,364
0,0,0,0,0,0,21,0,0,145
0,0,21,0,0,0,0,0,0,82
0,0,0,0,0,0,0,55,0,0
0,0,7,14,0,8,0,8,0,0
19,35,0,19,0,0,32,181,0,0
31,0,74,0,0,0,0,0,0,0
0,0,0,0,0,13,7,0,0,0
0,5,0,0,0,12,0,0,0,0
0,0,0,0,0,0,0,17,0,0
0,0,0,0,0,0,0,13,0,0
0,0,0,21,0,0,0,0,0,0
0,0,0,0,0,7,0,0,0,0
0,9,0,307,0,21,11,0,0,0
0,0,0,0,0,0,0,38,32,0
0,0,0,16,0,0,0,0,0,0
0,0,0,32,0,0,0,0,0,0
0,0,0,0,0,16,0,0,0,0
0,0,0,0,0,0,0,0,15,50
0,0,0,225,0,365,0,0,43,0
25,28,12,43,0,198,28,17,34,0
24,35,18,0,6,0,11,0,0,0
0,11,0,23,0,0,0,0,0,0
0,72,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,7,0,0
0,20,9,0,0,0,0,0,0,0
0,199,0,21,0,24,0,0,0,0
73,51,0,0,0,0,0,0,0,0
0,0,0,0,0,68,0,0,0,0
0,0,6,0,9,117,0,0,0,51
0,0,0,0,0,0,0,24,0,0
39,43,0,267,17,27,76,187,97,0
0,0,0,48,0,0,0,30,0,0
0,0,14,0,0,0,0,0,0,0
0,14,0,15,0,347,0,22,31,163
8,0,0,0,0,0,0,0,0,0
0,8,11,38,0,26,5,0,0,44
13,0,0,0,0,0,0,43,0,0
21,9,65,30,16,107,26,0,0,0
16,0,30,34,0,0,0,0,53,0
0,0,0,0,0,0,0,34,0,0
0,0,0,0,0,0,0,10,0,0
0,0,0,0,0,0,0,0,5,0
36,0,0,0,35,0,0,0,0,0
0,0,0,0,37,0,0,0,0,0
240,0,0,47,26,0,0,0,0,0
0,0,63,0,0,0,0,0,0,0
0,0,52,0,0,0,0,0,0,0
18,0,0,0,0,48,52,34,115,0
0,0,0,0,30,0,0,0,0,0
0,0,28,11,0,0,0,0,0,0
121,0,114,42,0,27,21,0,0,24
140,249,2056,208,54,371,0,781,1490,0
241,204,345,652,43,348,925,929,671,869
0,0,0,0,0,0,0,0,0,153
0,0,0,0,0,0,0,44,0,0
0,0,159,0,0,0,0,65,50,0
0,0,0,0,39,0,0,0,0,0
189,129,0,0,0,78,0,47,60,0
0,0,0,410,0,0,0,81,0,0
0,0,92,0,0,0,0,0,0,75
115,0,157,73,0,0,396,66,91,60
0,0,88,0,0,88,0,0,56,234
81,70,45,0,0,0,0,0,0,0
0,0,0,0,0,0,0,64,0,0
72,14,62,488,84,542,13,178,36,0
69,0,51,66,0,476,0,236,0,0
0,0,0,0,0,16,0,16,0,10
20,0,0,59,0,31,0,10,0,0
0,0,0,0,37,0,0,0,0,0
25,0,7,39,29,0,4,24,0,0
0,0,0,0,0,0,0,0,0,2
2268,134,612,185,45,4585,159,114,1061,89
52,0,0,0,33,0,0,0,95,0
52,0,54,0,0,0,0,0,0,55
65,48,93,66,0,250,445,0,118,178
0,0,0,0,0,0,0,229,0,0
95,0,0,0,0,148,92,0,0,60
0,0,0,0,0,0,0,0,0,121
215,0,0,0,0,55,0,0,44,976
0,0,64,64,0,0,0,53,128,0
0,9,48,12,0,43,0,0,0,0
0,0,0,180,0,0,123,0,0,0
0,0,0,0,0,0,0,20,0,0
0,377,0,43,0,0,45,0,0,0
31,0,12,0,42,0,13,297,18,0
0,0,0,13,0,0,0,0,0,0
0,0,0,117,0,0,0,0,0,0
136,0,155,217,916,0,58,83,37,0
0,0,17,37,0,0,0,17,10,0
0,0,15,0,0,0,0,22,0,0
0,0,0,0,0,144,0,0,0,0
0,0,15,13,0,27,0,0,0,0
0,0,0,0,0,0,203,0,0,0
0,0,35,0,0,0,0,0,0,0
147,0,0,222,60,0,0,46,0,0
0,0,51,53,0,0,0,12,0,0
0,0,0,44,0,0,0,0,0,0
45,40,0,0,35,0,0,19,0,0
0,0,0,24,0,21,0,24,40,0
0,0,79,0,0,0,0,0,0,0
0,0,29,0,0,0,0,0,0,0
0,0,0,0,14,0,0,0,0,0
0,0,0,25,0,0,0,0,0,0
36,0,0,0,0,0,0,0,0,0
309,0,0,189,0,412,0,135,0,0
99,0,0,0,0,0,0,83,0,0
0,0,0,0,62,0,0,0,0,0
0,0,0,0,47,0,0,0,0,0
67,0,33,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,32
0,0,0,0,0,13,0,0,0,29
19,15,78,0,0,213,0,110,53,185
39,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,91,162,0
0,0,0,0,0,0,0,32,0,0
0,0,0,0,0,0,0,0,0,21
0,0,0,0,0,0,0,0,0,19
72,0,0,0,0,0,24,0,100,0
0,0,0,0,0,126,0,0,0,0
42,0,0,58,0,0,0,44,0,0
0,0,0,0,0,0,0,18,0,0
0,0,0,0,0,7,0,0,0,0
0,0,0,0,0,0,0,0,3,0
3,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,2,0,0
0,0,0,0,0,0,3,0,0,14
0,0,0,0,11,622,0,0,0,0
0,0,0,0,0,154,0,0,0,0
20,17,19,0,0,31,0,0,96,188
0,0,0,0,0,30,0,0,0,26
119,0,0,101,93,83,89,67,112,0
0,26,0,0,0,0,0,0,0,51
0,0,33,0,0,20,0,0,0,0
0,0,0,0,0,11,0,0,0,0
7,12,27,109,9,172,12,0,0,80
0,30,98,8,19,151,0,0,14,0
0,0,0,0,0,0,58,59,0,0
23,0,0,0,0,0,0,0,0,0
0,0,0,0,0,15,0,0,0,0
0,6,0,0,0,5,0,0,0,0
0,0,0,0,0,0,7,0,0,6
0,0,0,0,6,0,0,0,0,0
52,1687,0,1765,0,3130,232,769,0,0
218,406,0,204,0,453,0,442,0,0
0,0,0,141,0,0,0,0,0,0
0,48,0,110,0,0,16,63,30,98
