"","Kingdom","Phylum","Class","Order","Family","Genus","Species"
"1559b1dc208ce1c3456615f28b11b2c8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"e22f13e44e949dcab598cfe97963ec6e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"b765d422f9e22a6ceaa7eec95b56cabd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"f07d404368f37eb758d2460920002fe3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"138daeaeee1211d2a3d8502b8fe23b2a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"4d66ed062798a067923248696dfc0696","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"10df701d47286a6ed30c544e219c87f4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"22778adf788733c37bfa5fa55688dfe6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"61de84dd950e8d167e65465965977334","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"f31aab4ff2dba1e72d9ea251e447844d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"bbb81dd1f901647e152c8cf3838115b8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"3e44b2fdb1d577c32cfc785d2e26c449","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"756ae1aa4c896c3529d9de9b1904655b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"244f5b00b4f1e0e560ee4c842e14db97","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"9beb94fa1ac43218e3fd0a1376494cef","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"ebc23f823131ca78800b940e71b4a3ab","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"8b0f217d8e724897b5616cc85f8ee75b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"e5a2ffab6c7e61947ebea8654cfc5af2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"aefd4044e43af5915f9a3fac602e9308","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"30b36311f64eeb87f99ad0b64df09375","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"971cd3682d6e62eadca554de304cef6a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"2fd41d87da6083590bd1d82c1f1757f1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1ec1ceed3bca315b6dcb886f4623b248","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"5acfac328c68e46e14f4716fe672a1e1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"a6fea60a68ab30252fa5b2d1cdf36108","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"ccf4a9e49191b34196a3758c950d2c38","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"912d8cffa2b1b768bcb828ead545819f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"496dfdc9b508213f9190c658f2271a45","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"6b90b86f5da836f13c0ee2f67132e12a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"1103a23a4d036768b0b5c1e615a2ae81","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"a257570bae5d9a1125262f03c44ac10a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"e6d5a08ecca62b62c1402a68ac863dd8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"2f0bb037b0b2b1f67e5e535422e343d6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"c8c2dc3b828273ad1e1125471788a7b9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"9e30b65cd9fc89a19cc02f825bf4edb9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"e9a86ba8663db9c218b5999062a64b1e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"8e8437cafec48fdafc43204cb2d3a7bf","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"d77bb5e1f9a8077eda6d88c81e88667d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"11dc4a01bb3ce3044098ae7b5090e4ce","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"53e5586ec1c4b448fd241e6ffce23314","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"cdbb43f4e3e74c239f303739ee58369a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"e681dd5a10a3f898a4549856f8cfd155","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"46bf5f22c1d1c2ee4ad5b26e835763d2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"bde8f50c4054d9d5d09d012d2b5475d9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"3d80710fb18afb303baf125753fd7ac8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"b78934d3f5720518842496f1d46eab8d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"8c11d113bdb86747c883d0aa23290eb1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"ee75e9f97de60f2988c4dfc263af8329","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"77c6cd8861e74389771ffd49079f4da8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"3e3c7adbbcac620b0b7647fad67bece4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"acc181c352456057aeeabcef6512a0e0","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"b54ee444b20674aac889ede17b4ca2cb","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"f2f8942f7239d4c4c2b52c2a23ef1427","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"a167a598315789d60cbf89e6bb469e82","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"ed7a767b5c636310d62d120f2add8934","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"7a08a37eff6224b432a537907a0cec2c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"671f8401d70e1d2833b4c09a06faf39b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"c7f5927ff5219060674293aea81df8e7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"f95c96fbdcba78b64e5b1a46a7e16229","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"3d50154b5f252835e63bd462fb04f076","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"645de8e85b6426744a58ea0354e05e8e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"f0f67432e854f4d78e5508cff5029c3f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"d77186dbc70617b487adc31c718c68e6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","S24-7",NA,NA
"4db47b583b03cc6706e28a2fe2731080","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"2e90073344668bd8793caa726b0a9b1a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"89fb1bf356768894bfbcf698b04828dd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"46e86f446636886e522791522fa70fe5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"8bb5ff097e0707dca3fe5860af20f4a6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"aa4cb77a1be392b8ad789d655e0eb570","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"56b3c68af3f87b8176c789e1f86e4e47","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"d0f35485b91be1ed6f4a0ae171746526","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"d98796acd66eb71638defd318991adfd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"f9f5f08e8da4cc9740518223846563db","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"54f7ee881a58ad84fe3f81d76968b072","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","massiliensis"
"4265945959482393f3aff3583cade9ce","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","human","gut metagenome"
"cae14798faeabb8e1b8840e712839921","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","finegoldii"
"0cc2420a6a4698f8bf664d50b17d26b4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","onderdonkii"
"ffec470cc8187aa91653ae1abb27ae3f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"6700772469767941a3992c3e2c65c3bb","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"e6a34eb113dba66df0b8bbec907a8f5d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","putredinis"
"a699e4f48406def9609e22155e741ebd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"26f8f86e2499e2d409ddeaf84ed92489","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"d32b4b85f78eb17fdd909e32e688622a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"ceb31404fbe2d766828919225150dedd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"f884312e6325827805ad335881c179a9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"765e60e27d4f224ec1808806317992eb","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"c1365ec008032ee718dcafaf5ac17adb","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"4346c337f6760bd0f8e574277524165e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"904ad13c7b8512200836d5cd9fb09e1b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae","Alistipes","indistinctus"
"340a5698fe78713b785c3bcce89df73b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"abd9912e1dca8464e11f3c38294de47f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"2cf53730a41137e7ad95ed3680541d80","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"62be68014ddbcfd50e91e54b6439fee5","Bacteria","Firmicutes","Clostridia","Clostridiales",NA,NA,NA
"949af2c28ba6c0345ae58b9aed00a2c0","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Rikenellaceae",NA,NA
"855e8b78c6f45f9a2e3d5afb75c4f5bb","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter",NA
"8a644ef0cbd2e7ba84665cf673968a3c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter",NA
"4aab5b990a80b789cc7d41f62272b724","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter",NA
"180b74e94caf35fac5e1f0f4b7ad9d9f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter",NA
"88598657875b0982d6acf7cad05a9cdc","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter",NA
"fd4dbd1847e185cd61ed5aa9f33c04e4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Odoribacter",NA
"e644522cf6d7222c9da7f9ecf614cd89","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"12c51e80429aeb15968cd9268deb4be5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"f5f2cc6a935d6f2ab326457058c547d8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"86c4fd2d3c41363501e0d21609416e13","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"8a83cfd5eb074b5dbc6118eb03ef915e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"1f50dbd957c782be35222cd06500b92e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"3127220258419507743dc5f2bba69d86","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"96b08b31f324f113c7b260a50f09860c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"a167e4d4418792dcaba877443ed0e66d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"72841719c2b003e3b8bfa9ac917a731f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"345cd6dd7fa4aeeeba02d644631a88ed","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"8abb07dbe75731a017881e6513c40745","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"3d909dc4f1ef838508472bb4183a5e50","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"88d56bb663d1eba6ec3017a1cee642a9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"b5c6d0b039ef7e7995701646ae6dd0dd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"4fcfad4a1e7822b1d1fe3ea11b9170d6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Odoribacteraceae]","Butyricimonas",NA
"e4d8026eb8e261594d51750b1080dbf7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"9f80d0689e39b832177eec28d0b043dc","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","RF16",NA,NA
"4eeed49b8703a422f27a053e29e41dc6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"3255b196d8b70893d9124239bcd46782","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"29784e17460e4faa8e4eb6576e85f22d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"b55ddaf95d9d2217ea087863a7afbbad","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","gordonii"
"5710abfe890d5ff26ffc26b9d8ce31e0","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","gordonii"
"ef1e4ce321f7da16072a07c43712b353","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"4e303d950abae174d58e2b4a2ece4407","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"46a30416766a0dc46b906fc4bf9d43ed","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"857660ace8c50ec09aef7dfcf6edea8a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"d7962e6c2fee9bc0685c262c72abac52","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"3f55a8ca784ae7190790023a30cd859c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"caf68cbfb72d45c5bcbd937ced100a4f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"7a1144e3e5689e67eb04e1a00e49c45c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"2c5bd3e844ea268480ef46390847ec86","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"37d748b0279fd55ccd64b148d0d9035e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"71eefb0527438cc9f3a3e91dccd3caa8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"3d766867c97f511431bf97e059d6498f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"b9420907e47c65d151612f085c618d8e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"a0e54f62e508f8a38abc0eac67a6d3f2","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"df6dcb95c7f71f4809559aa0c5e71f0a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"b660a54c76638df0bb98968ff42e3d8c","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"7b5ceca930dc3852e6ee9619f2238bcf","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"d40aeaa0e4136944ff08660182b2c972","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"c48a7ebdfcb4309af55711623d2ddd87","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"b3e4ef45bcd1d013f226bc55748317e8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"6bbaf2d026d54c61f24b5c5483e56842","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"5d97addf6a974c272e1428197c1c4576","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"a66dd8d31584930c2b0f811f572dddcf","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"3345b4615f315e22cd8741fd6c392860","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"5b97a6ab9fc4d209b3bc6f4c91de5cbd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"969340bafcebc98d6a2c9f40bb8e1d93","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"a2ee66926ecc6053d70dd4bb7a471de8","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides","distasonis"
"06c0aa8ad0fa418a4236c6914fb420e1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Parabacteroides",NA
"4f5f73624a744f442dd5891cab87ad32","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"6dc0c4a90dac65768d984a18f3c24371","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"32fb3546a9595bdb8306cfc0303a7cea","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"ded95a38249296507b8b0cf2a168a1f4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"f5706d9ec821f971e4c08ee992995b40","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"589c1370b3324a2d6cff6d1ff85341d1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"fac24f827ba7601f59c0de9139160fcd","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"d39faf09bb3a262ec83a433ed6b7d014","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"e45b86432c7578dffa6aa7a2c8742b1a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"18a2d4ffc2f4ba00c178fa54b8a88b02","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"08fe9dad435157041fcab696b5a44cc6","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"7d2f0f34f2ea4ce7030a589e76c0d06a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"0209f9868a22059c659df474a746d8f4","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"643ddaad76b9d0be0601ac7acf6b9af1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","[Barnesiellaceae]",NA,NA
"a9869597e3dac8d95056b43ac0b46b2b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"7935a3aecfd02007b4d65bc44e4dabb5","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"36686778c49407a02ceda4f9ab3e315d","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"48e537eafb87fc4de5d87b022bc3fa66","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"4c48934c38ec96f3596dbf54720a60c9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"b9aba043287ac3c282717979c5d47cda","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"7704b8c39c8f4716c370db26a9d94adb","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"f82d8597b27b481c0d3a5c65900c31cc","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"eae71cc6cfc8f465059ca0e9afa3853a","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"f4619130d639bc0b2b8722e675a3844e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"9647f471e8af684c0e08d33eb6e57596","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"0b5a423a36c16043e534ac111c55d4ae","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"476ff50113cfa514c0e2e8a853697022","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"fa1d5d724ccb4287e07ea1caa9d35502","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"08127124ca8534df413282cf90235a1b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"eaaa65f498176c3d20f30b9660d38f80","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"c98ea813f96e96f25ba321f74703bf6b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"11b52d6688267c9356409ddb8f2d1d0b","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"2f5e01c34a29951b136e328252c37ac1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"7a9469ff27dc7afffdb7238976da0a6e","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"c3839d1820b239f7a0674f96ea35494f","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"985bb281fbd7b847e6a26019f973cea3","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"9b93db24461f474aec90dde6d034bcb1","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"157ff48f3a070db80064cc187f7637d9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"6c9bbeaed5c5767e6928f5d8726d3fb7","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Porphyromonas",NA
"37bdb470cfb64ad4594c5968cd95e312","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"ff00abf14382fe1a9c714779e2483f40","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"c8933e6cd4ce9389f4ad6e2e24dbf5b9","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
"636dbbe0855ab471767e768a62ea98ea","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales",NA,NA,NA
"01a23a2bd6b41607aa3e299e5e9e3dea","Bacteria","Bacteroidetes","Bacteroidia","Bacteroidales","Porphyromonadaceae","Dysgonomonas",NA
