sample_name	platform	qiita_prep_id	run_prefix	Group
#q2:types	categorical	categorical	categorical	categorical
12802.10249.M052.01V	Illumina	7898	10249.M052.01V	healthy
12802.10249.M052.02R	Illumina	7898	10249.M052.02R	healthy
12802.10249.M052.02V	Illumina	7898	10249.M052.02V	healthy
12802.10249.M052.03R	Illumina	7898	10249.M052.03R	healthy
12802.10249.M052.03V	Illumina	7898	10249.M052.03V	healthy
12802.10249.M053.01R	Illumina	7898	10249.M053.01R	healthy
12802.10249.M053.01SD	Illumina	7898	10249.M053.01SD	healthy
12802.10249.M053.01SS	Illumina	7898	10249.M053.01SS	healthy
12802.10249.M053.01V	Illumina	7898	10249.M053.01V	healthy
12802.10249.M053.02R	Illumina	7898	10249.M053.02R	healthy
12802.10249.M053.02V	Illumina	7898	10249.M053.02V	healthy
12802.10249.M053.03R	Illumina	7898	10249.M053.03R	healthy
12802.10249.M053.03V	Illumina	7898	10249.M053.03V	healthy
12802.10249.M055.01R	Illumina	7898	10249.M055.01R	healthy
12802.10249.M055.01SD	Illumina	7898	10249.M055.01SD	healthy
12802.10249.M055.01SS	Illumina	7898	10249.M055.01SS	healthy
12802.10249.M055.01V	Illumina	7898	10249.M055.01V	healthy
12802.10249.M055.02R	Illumina	7898	10249.M055.02R	healthy
12802.10249.M055.02V	Illumina	7898	10249.M055.02V	healthy
12802.10249.M056.01R	Illumina	7898	10249.M056.01R	healthy
12802.10249.M056.01SD	Illumina	7898	10249.M056.01SD	healthy
12802.10249.M056.01SS	Illumina	7898	10249.M056.01SS	healthy
12802.10249.M056.01V	Illumina	7898	10249.M056.01V	healthy
12802.10249.M056.02R	Illumina	7898	10249.M056.02R	healthy
12802.10249.M056.02V	Illumina	7898	10249.M056.02V	healthy
12802.10249.M056.03R	Illumina	7898	10249.M056.03R	healthy
12802.10249.M056.03V	Illumina	7898	10249.M056.03V	healthy
12802.10249.M057.01R	Illumina	7898	10249.M057.01R	healthy
12802.10249.M057.01SD	Illumina	7898	10249.M057.01SD	healthy
12802.10249.M057.01SS	Illumina	7898	10249.M057.01SS	healthy
12802.10249.M057.01V	Illumina	7898	10249.M057.01V	healthy
12802.10249.M057.02R	Illumina	7898	10249.M057.02R	healthy
12802.10249.M057.02V	Illumina	7898	10249.M057.02V	healthy
